id,family,variant,recall5,mrr,keyword_score,evidence_score,success,latency_ms,tool_calls,token_usage_proxy,llm_used,retriever_backend
f01,factual,v1,1.0,1.0,0.3333333333333333,0.6666666666666666,0.4333333333333333,33916.3206370431,3,92,1,text_only
f02,factual,v1,1.0,1.0,0.6666666666666666,1.0,0.7666666666666666,26035.734615987167,3,74,1,text_only
f03,factual,v1,1.0,1.0,1.0,1.0,1.0,24753.64874303341,3,67,1,text_only
f04,factual,v1,1.0,1.0,1.0,0.0,0.7,13685.81172497943,3,51,1,text_only
f05,factual,v1,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,21743.0915539735,3,77,1,text_only
f06,factual,v1,1.0,1.0,0.5,0.3333333333333333,0.44999999999999996,20787.267328007147,3,92,1,text_only
f07,factual,v1,1.0,1.0,1.0,0.6666666666666666,0.8999999999999999,21025.60590999201,3,59,1,text_only
f08,factual,v1,1.0,1.0,1.0,0.6666666666666666,0.8999999999999999,24036.78686200874,3,76,1,text_only
f09,factual,v1,1.0,1.0,1.0,0.6666666666666666,0.8999999999999999,27060.10702200001,3,92,1,text_only
f10,factual,v1,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,23405.04664403852,3,73,1,text_only
c01,cross_modal,v1,0.0,0.0,1.0,0.3333333333333333,0.7999999999999999,22167.38122102106,3,52,1,text_only
c02,cross_modal,v1,0.0,0.0,1.0,0.6666666666666666,0.8999999999999999,21047.874166979454,3,66,1,text_only
c03,cross_modal,v1,0.0,0.0,1.0,0.6666666666666666,0.8999999999999999,22873.15766699612,3,55,1,text_only
c04,cross_modal,v1,0.0,0.0,1.0,0.3333333333333333,0.7999999999999999,19954.0226800018,3,50,1,text_only
c05,cross_modal,v1,0.0,0.0,1.0,0.3333333333333333,0.7999999999999999,19721.4504799922,3,51,1,text_only
c06,cross_modal,v1,0.0,0.0,1.0,0.3333333333333333,0.7999999999999999,20533.168318041135,3,39,1,text_only
c07,cross_modal,v1,0.0,0.0,1.0,0.6666666666666666,0.8999999999999999,22051.978334027808,3,71,1,text_only
c08,cross_modal,v1,0.0,0.0,1.0,0.6666666666666666,0.8999999999999999,23038.135216978844,3,75,1,text_only
c09,cross_modal,v1,0.0,0.0,1.0,0.3333333333333333,0.7999999999999999,21579.779335996136,3,72,1,text_only
c10,cross_modal,v1,0.0,0.0,0.3333333333333333,0.6666666666666666,0.4333333333333333,17859.06003502896,3,45,1,text_only
m01,multi_hop,v1,1.0,1.0,1.0,1.0,1.0,30101.088083989453,3,113,1,text_only
m02,multi_hop,v1,1.0,1.0,1.0,1.0,1.0,26710.552385018673,3,96,1,text_only
m03,multi_hop,v1,1.0,1.0,1.0,0.6666666666666666,0.8999999999999999,24108.302563021425,3,108,1,text_only
m04,multi_hop,v1,1.0,1.0,1.0,0.0,0.7,18513.53580999421,3,85,1,text_only
m05,multi_hop,v1,1.0,1.0,1.0,0.6666666666666666,0.8999999999999999,26189.00609703269,3,99,1,text_only
m06,multi_hop,v1,0.5,1.0,1.0,1.0,1.0,26367.29025002569,3,84,1,text_only
m07,multi_hop,v1,1.0,0.5,1.0,1.0,1.0,24898.73662503669,3,67,1,text_only
m08,multi_hop,v1,1.0,1.0,0.75,1.0,0.825,25636.90082501853,3,84,1,text_only
m09,multi_hop,v1,1.0,1.0,1.0,1.0,1.0,31255.97568799276,3,110,1,text_only
m10,multi_hop,v1,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,23002.616000012495,3,90,1,text_only
p01,follow_up,v1,0.0,0.0,1.0,1.0,1.0,28370.51843199879,4,83,1,text_only
p02,follow_up,v1,1.0,1.0,0.25,0.3333333333333333,0.27499999999999997,21818.733266030904,4,68,1,text_only
p03,follow_up,v1,0.5,0.25,1.0,1.0,1.0,28776.48527198471,4,94,1,text_only
p04,follow_up,v1,1.0,0.5,0.3333333333333333,0.6666666666666666,0.4333333333333333,22678.962970967405,4,59,1,text_only
p05,follow_up,v1,1.0,1.0,1.0,0.0,0.7,23007.51616602065,4,110,1,text_only
p06,follow_up,v1,1.0,1.0,1.0,0.0,0.7,17906.431445968337,4,56,1,text_only
p07,follow_up,v1,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,20445.77858498087,4,60,1,text_only
p08,follow_up,v1,1.0,1.0,0.3333333333333333,0.0,0.2333333333333333,17408.065405033994,4,61,1,text_only
p09,follow_up,v1,0.25,0.0,0.6666666666666666,0.0,0.4666666666666666,16699.000758002512,4,51,1,text_only
p10,follow_up,v1,1.0,1.0,0.3333333333333333,0.6666666666666666,0.4333333333333333,23387.84396502888,4,75,1,text_only
